,Type,Text
2914,ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
4112,spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm
2166,ham,I'm not coming home 4 dinner.
3444,ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
3079,ham,Okay but i thought you were the expert
4705,ham,Yar but they say got some error.
2502,ham,No da..today also i forgot..
2683,ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
3902,ham,That depends. How would you like to be treated? :)
2677,ham,* Am on a train back from northampton so i'm afraid not!
219,ham,I have to take exam with march 3
2394,ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff."
5048,ham,Hmmm.still we dont have opener?
1202,ham,I know she called me
2626,spam,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."
3966,ham,Love you aathi..love u lot..
1814,ham,Yes we are chatting too.
5569,spam,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
1084,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
3431,ham,You've always been the brainy one.
5278,ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
1254,ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...
1518,spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
3886,ham,Like a personal sized or what
573,ham,Can you open the door?
4160,ham,Now got tv 2 watch meh? U no work today?
4656,ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
5311,ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
2548,spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
2604,ham,"""Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?"""
2383,ham,I will reach before ten morning
3691,ham,What happen dear tell me
1597,spam,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
344,ham,Am not interested to do like that.
1272,ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
2428,ham,Do you think i can move  &lt;#&gt;  in a week
1467,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
3150,ham,"Sorry,  in meeting I'll call you later"
757,ham,Cant think of anyone with * spare room off * top of my head
3912,ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
91,ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.
2437,ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
2044,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
4314,ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
3345,ham,Oh great. I.ll disturb him more so that we can talk.
4553,ham,"""SYMPTOMS"" when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"
4425,ham,Update your face book status frequently :)
5438,ham,Mode men or have you left.
4076,ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
2737,ham,Really? I crashed out cuddled on my sofa.
4505,ham,She told to hr that he want posting in chennai:)because i'm working here:)
1437,ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
1382,ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!"
4359,spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
1797,ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone"
4404,ham,Just getting back home
1354,ham,"Goodnight, sleep well da please take care pa. Please."
1985,spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
1930,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
2900,ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
914,ham,Ok lor but not too early. Me still having project meeting now.
997,ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
1278,ham,Dont put your phone on silent mode ok
2923,ham,I've not sent it. He can send me.
3260,spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
3884,ham,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight"
4801,ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
4765,ham,Hi.:)technical support.providing assistance to us customer through call and email:)
2622,ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
3059,spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
445,ham,"""HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"""
3923,ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
158,ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
3989,ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
688,ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
862,ham,Your brother is a genius
600,ham,I'm going out to buy mum's present ar.
1386,ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
854,ham,"""AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX."""
4865,ham,Sorry da..today i wont come to play..i have driving clas..
4560,ham,Think + da. You wil do.
2483,ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
698,ham,meet you in corporation st outside gap … you can see how my mind is working!
4258,spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
925,ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
4487,ham,have * good weekend.
4817,ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
3193,ham,Is ur paper today in e morn or aft?
907,spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
1760,ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
858,ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
1730,ham,Lol yeah at this point I guess not
1841,ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
2140,ham,But i juz remembered i gotta bathe my dog today..
3520,ham,Hanging out with my brother and his family
1964,ham,Yes :)it completely in out of form:)clark also utter waste.
5003,ham,You still around? Looking to pick up later
4407,spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
4459,ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
4972,ham,Hey come online! Use msn... We are all there
1658,ham,S:-)if we have one good partnership going we will take lead:)
4552,ham,Great. Have a safe trip. Dont panic surrender all.
3366,ham,"Sorry, I'll call later"
3305,ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
1359,ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
3657,ham,Oh really?? Did you make it on air? What's your talent?
606,ham,TaKe CaRE n gET WeLL sOOn
3973,ham,WOT U UP 2 J?
4446,ham,"2 celebrate my b'day, y else?"
1571,ham,No:-)i got rumour that you going to buy apartment in chennai:-)
329,ham,"Cool, text me when you're parked"
2935,ham,Yup n her fren lor. I'm meeting my fren at 730.
2155,ham,Oh god i am happy to see your message after 3 days
132,ham,"Dear, will call Tmorrow.pls accomodate."
5294,spam,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
2560,ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
4736,ham,Oh k:)after that placement there ah?
214,ham,Yup... How ü noe leh...
1812,ham,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
1702,ham,Can come my room but cannot come my house cos my house still messy... Haha...
637,ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
3247,ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
1466,spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
202,ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
5268,ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
4386,spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
1586,ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
5426,ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
797,spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
3510,ham,Hi Petey!noi'm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
3509,ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!"
3467,ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
1351,ham,Bugis oso near wat...
1464,ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...
163,ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
1639,ham,Great comedy..cant stop laughing da:)
628,ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
3259,ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
3620,spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity
1461,ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
251,ham,Ranjith cal drpd Deeraj and deepak 5min hold
2003,spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
3521,ham,No it will reach by 9 only. She telling she will be there. I dont know
453,ham,K:)k:)what are detail you want to transfer?acc no enough?
2743,ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
3427,ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
2691,spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p
3872,ham,Yeah my usual guy's out of town but there're definitely people around I know
406,ham,"Haha get used to driving to usf man, I know a lot of stoners"
3045,ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
636,ham,Me n him so funny...
3491,ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
2671,ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
2872,ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
86,ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
1153,ham,Ok i go change also...
728,ham,"Alright omw, gotta change my order to a half8th"
3415,ham,No pic. Please re-send.
1813,ham,"""Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry"""
1915,spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
507,ham,"Maybe westshore or hyde park village, the place near my house?"
2239,ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is
1338,ham,Then she buying today? Ü no need to c meh...
791,ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
5100,spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
5458,spam,"""For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk"""
4219,ham,Actually i'm waiting for 2 weeks when they start putting ad.
3050,ham,Lol they don't know about my awesome phone. I could click delete right now if I want.
3971,ham,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place"
4118,ham,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though"
1824,ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
4057,ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
949,ham,Chk in ur belovd ms dict
1983,ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
2524,ham,"Sorry, I'll call later"
2461,ham,i cant talk to you now.i will call when i can.dont keep calling.
4910,ham,Will do. Have a good day
3821,ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
941,ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
2983,ham,"Tonight? Yeah, I'd be down for that"
114,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
5137,ham,Sorry * was at the grocers.
4290,ham,"Okay, good, no problem, and thanx!"
2657,ham,Feel like trying kadeem again? :V
2762,ham,I am not sure about night menu. . . I know only about noon menu
3621,ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
1123,ham,Ok.ok ok..then..whats ur todays plan
80,ham,"Sorry, I'll call later"
3535,ham,Good evening! How are you?
2499,ham,"I know where the  &lt;#&gt;  is, I'll be there around 5"
4927,ham,"Oh yes, why is it like torture watching england?"
3120,ham,Stop knowing me so well!
866,spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
3695,ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
5398,ham,As in i want custom officer discount oh.
5508,ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
1582,ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something
1510,ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
2484,ham,Mm have some kanji dont eat anything heavy ok
420,spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
1707,ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
5233,ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
3844,ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
1684,ham,Already am squatting is the new way of walking
1440,ham,In fact when do you leave? I think addie goes back to school tues or wed
524,ham,"That's very rude, you on campus?"
5467,ham,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway
3519,ham,Are you willing to go for apps class.
2265,ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
3761,ham,We'll join the  &lt;#&gt;  bus
1346,ham,Que pases un buen tiempo or something like that
2106,ham,I fetch yun or u fetch?
3945,ham,"Until 545 lor... Ya, can go 4 dinner together..."
798,ham,"""Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic"""
488,ham,Dear reached railway. What happen to you
5566,ham,Why don't you wait 'til at least wednesday to see if you get your .
1320,ham,Correct. So how was work today
834,ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
1689,ham,Nan sonathaya soladha. Why boss?
2934,ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
2754,ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
4371,spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
830,ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
298,ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
5017,ham,Hey gals...U all wanna meet 4 dinner at nìte?
3808,ham,Pls dont restrict her from eating anythin she likes for the next two days.
319,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
4717,ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
1577,ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
3572,ham,But you dint in touch with me.
1207,spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
2629,ham,Haha... They cant what... At the most tmr forfeit... haha so how?
378,ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
3051,ham,Ok
4856,ham,Same to u...
3985,ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
2064,spam,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
4758,ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
3948,ham,"Sorry, went to bed early, nightnight"
3389,ham,Same as kallis dismissial in 2nd test:-).
396,ham,From here after The performance award is calculated every two month.not for current one month period..
1364,ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
388,ham,Mm that time you dont like fun
2018,ham,"Better than bb. If he wont use it, his wife will or them doctor"
448,ham,I wont get concentration dear you know you are my mind and everything :-)
5209,ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
4531,ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
201,ham,I sent you  &lt;#&gt;  bucks
3082,ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
1596,ham,Pls confirm the time to collect the cheque.
4346,ham,Enjoy urself tmr...
1245,ham,Now? I'm going out 4 dinner soon..
4882,ham,When/where do I pick you up
2951,ham,Where are you ? You said you would be here when I woke ... :-(
4114,ham,Thought we could go out for dinner. I'll treat you! Seem ok?
509,ham,What's the significance?
1650,ham,ITS A LAPTOP TAKE IT WITH YOU.
2695,ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
5535,ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june."
4645,ham,Did u got that persons story
4563,ham,How much u trying to get?
1241,ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
2377,ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
2928,ham,Ok... U enjoy ur shows...
4032,ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
1059,ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
65,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
897,ham,Hope you are having a good week. Just checking in
1793,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
1096,ham,Ryder unsold.now gibbs.
1482,ham,"I'm a guy, browsin is compulsory"
3787,ham,Wat r u doing?
963,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
4636,ham,How come i din c ü... Yup i cut my hair...
49,ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
3447,ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer..."
4777,ham,Quite lor. But dun tell him wait he get complacent...
2186,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
1003,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
3091,ham,Am going to take bath ill place the key in window:-)
1065,ham,"That's fine, I'll bitch at you about it later then"
3317,ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
1556,ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
813,spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
1789,ham,Arun can u transfr me d amt
2263,ham,It should take about  &lt;#&gt;  min
4270,ham,Beauty sleep can help ur pimples too.
3477,ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
3127,ham,U coming 2 pick me?
5250,ham,U come n search tat vid..not finishd..
3176,spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
3102,ham,Pathaya enketa maraikara pa'
2824,ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
1183,ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
2861,ham,I want to be there so i can kiss you and feel you next to me
2035,ham,Is avatar supposed to have subtoitles
5316,spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
4447,ham,Merry christmas to u too annie!
4254,ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
2245,ham,No management puzzeles.
1899,ham,Wat would u like 4 ur birthday?
2352,spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3"
3474,ham,You getting back any time soon?
193,ham,Hi :)finally i completed the course:)
3918,ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
2368,ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
3807,spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
3297,ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
1677,ham,"Yeah, that's fine! It's £6 to get in, is that ok?"
1870,ham,Mom wants to know where you at
2756,ham,We r outside already.
1744,ham,I love to wine and dine my lady!
5539,spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
437,ham,"Ask g or iouri, I've told the story like ten times already"
612,ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
1534,ham,Horrible bf... I now v hungry...
909,ham,WHITE FUDGE OREOS ARE IN STORES
405,ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
1300,ham,Great to hear you are settling well. So what's happenin wit ola?
4361,ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
2048,ham,No de. But call me after some time. Ill tell you k
216,ham,Finally the match heading towards draw as your prediction.
5435,ham,You're gonna have to be way more specific than that
3489,ham,Still i have not checked it da. . .
1426,ham,I'll be at mu in like  &lt;#&gt;  seconds
3213,ham,We got a divorce. Lol. She.s here
3202,ham,Nice.nice.how is it working?
3069,ham,Boy you best get yo ass out here quick
4085,ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
3061,ham,K..k...from tomorrow onwards started ah?
833,spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
5166,spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
1635,spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
1523,ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
2087,ham,Dude how do you like the buff wind.
5255,ham,Please tell me not all of my car keys are in your purse
721,ham,Oh is it? Send me the address
4152,ham,Ü comin to fetch us oredi...
1866,ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
4511,ham,This weekend is fine (an excuse not to do too much decorating)
5337,ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
1387,ham,All e best 4 ur exam later.
4813,ham,"fyi I'm at usf now, swing by the room whenever"
3503,ham,I will come to ur home now
4785,ham,Indeed and by the way it was either or - not both !
2042,ham,Ü dun wan to watch infernal affair?
3411,ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
1092,ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.
349,spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
